,mwe,label,sentence,type,pred_mean,pred_cls,new_label
56,против течения,I," Хаос уколами невозможного пытается запутатьумертвитьпобедить и создаёт невнятное серое пространство, где возможно всё, хоть новое семейство крыс на рынке в Лаосе, и разум, если он сдаётся, - засыпает и плывёт в завихрениях общего сумасшествияхаоса, застревает в корягах и камнях, смердит. Чтобы выжить, разум должен быть осторожным и хитрым, оцениватьпредвосхищать провокации. Разум должен, как форель на нерест, идти [MASK], брать пороги только перепрыгнув порог, можно выйти на следующий уровень понимания происходящего в мире. Ты должен этому научиться!",PP,0,0,0
57,против течения,I,"  ""B""Общепринятыми, то есть победившими в Америке 1960-90-х годов, авторы считают эгалитарные (в нашей терминологии   ""B""уравнительские) принципы и идеалы. Видимо, на собственном опыте  ""B""они могли убедиться, как опасно было идти [MASK] в эти годы. Исследователи, пытавшиеся вслух заявить, что показатель интеллекта Ай-Кью ( ""B""IQ ""B"") что-то значит,  пишут они,  или, что интеллектуальные способности в значительной мере являются  ""B""врождёнными, и что их можно замерять в различных индивидуумах  ""B""и сравнивать между собой, расплачивались за это дорогой ценой. Их карьера, семейная жизнь,",PP,0,0,0
58,против течения,L," ""Плакали чемоданы мои"",-- думал я, глядя вслед понесшемуся, как щепочка, салу -- едва-едва не пронесло его мимо единственного отлогого места того берега, к которому можно было пристать: если б это случилось, без сомнения, погибли бы и вещи, и лошади. Однако выбрались на берег, затащили плот повыше [MASK], переправили на нашу сторону и на свежих лошадях перетащили и нас с остальным добром.",PP,1,1,1
59,против течения,L," -- Слышал. Вы одевайтесь, а я все подробно расскажу -- уже и завтрак готов... Когда я выехал на чайке из Кудака, мы ехали страшно долго, [MASK], к тому же чайка испортилась, пришлось ее починять. Ехали мы, ехали...",PP,0,1,1
60,против течения,L," Люди еще спали, но река жила, как днем. Шли плоты -- огромные поля бревен с избами на них. Маленький злой буксир, на колесном кожухе которого дугой было выписано его имя -- ""Повелитель бурь"", тащил за собой три нефтяные баржи, связанные в ряд. Пробежал снизу быстрый почтовик ""Красная Латвия"". ""Скрябин"" обогнал землечерпательный караван и, промеряя глубину полосатеньким шестом, стал описывать дугу, заворачивая [MASK].",PP,1,1,1
61,против течения,L," и победою русского богатыря Чурилы Пленковича, в то время как древняя Русь наслаждалась под сенью мощной и самодержавной десницы единого владыки всеобщим миром и спокойствием, -- в одно жаркое летнее утро большая косная лодка с распущенным парусом плавно и тихо, как гордый лебедь, подымалась вверх [MASK] широкого Днепра она наполнена была воинами. На корме, поодаль от других, стоял, опираясь на широкий меч, по-видимому, сильный и могучий витязь средних лет. Солнечные лучи играли на его богатырском доспехе и осыпали искрами стальной остроконечный шелом, без всяких украшений, но светлый",PP,1,1,1
62,против течения,L,"    За окном, по заснеженной набережной Адмирала Макарова мчались навстречу друг другу автомобили, а по дымящей, словно горячей воде Малой Невы взбирался [MASK] буксир ""Гордый"". Иногда его черный силуэт пропадал в клубах пара над темной водой, и мстилось, что он ушел на дно, как такси с четырьмя пассажирами, про которое недавно рассказывали по телевизору. Но вот ""Гордый"" вполз под арку Биржевого моста, и я потерял его из виду...",PP,0,0,1
63,против течения,L," Арсений вел теплоход строго на снаряд. Он поднимался [MASK] очень медленно, почти незаметно. Вася Подлужный спустился на спаровку и передал катушку Володе Полетаеву, а сам с необычайной осторожностью выбирал провод из воды. Но вот он взмахнул рукой:",PP,1,1,1
64,против течения,L,"  ""B""	Несмотря на старания Дира, обратное путешествие заняло больше времени - [MASK], против ветра. Брызги в спину. Только бы дождь не пошел, подумал Дир, а то совсем противно станет.",PP,1,1,1
65,против течения,L," С полчаса Клим греб [MASK], девушки молчали, прислушиваясь, как хрупко плещет под ударами весел темная вода. Небо все богаче украшалось звездами. Берега дышали пьяненьким теплом весны. Алина, вздохнув, сказала:",PP,0,1,1
66,против течения,L," Я вижу, как одну жеребую кобылку закрутило течением и отнесло. Она растерялась вовсе. Выбиваясь из сил, она пытается плыть [MASK]. В лихорадочном напряжении она выбрасывает передние ноги из воды, точно пытается ""взять галопом"". Но вскоре она обессилела, и голова ее медленно погружается в воду. Она выныривает и скрывается вновь, и вновь показывается и опять исчезает.",PP,1,1,1
67,против течения,L,"  ""B""	Какая-то ночная птица из непонятного семейства залетела почти к середине реки и стремительно ринулась вниз, нацеливаясь на плывущую [MASK] рыбу, но, не долетая до поверхности, решила птица, что рыба ей просто померещилась, и снова взлетела, укоризненно что-то выкрикивая.",PP,0,1,1
68,против течения,L,"и державным Кремлем. При первом взгляде казалось, на его высоких башнях покоились небеса, посреди которых выше всего блистал на главе Ивана Великого животворящий крест, осеняя своею благодатью священные гроба угодников божиих, святые соборы и древнее жилище православных царей русских. Налево, вверх [MASK] реки, возвышаются на полугоре большое каменное здание и церковь -- это Андреевская богадельня выше начинается сад или роща, примыкающая к Васильевскому -- великолепному загородному дому, который принадлежит теперь графу Мамонову. За Васильевским подымаются Воробьевы горы они тянутся п",PP,0,0,1
69,против течения,L," Всеслав простился с Надеждою, сошел в долину и пустился вверх [MASK] ручья по известной уже нам тропинке. ",PP,1,1,1
70,против течения,L," Вася Подлужный побаивался, что, если потащат заряд [MASK], могут лопнуть жерди, за которые привязан конец троса.",PP,1,1,1
71,против течения,L," -- Все! А что мне до всех? Была бы только Надежда люба тебе, мой друг, так другие думай что хочешь, -- мне и горюшка мало. Да что это батюшка нейдет? -- прибавила она, вставая со скамьи и смотря вверх [MASK] ручья. -- Вот уж солнышко показалось: он всегда об эту пору завтракает. ",PP,0,0,1
72,против течения,L," Один раз довольно поздно мы вышли в очень бурную погоду. Ветер так усилился, что при возвращении, [MASK], ""Шутка"" не могла выгребать. Мутный Дунай страшно разбушевался, причем благодаря сильному дождю в нескольких шагах ничего не было видно, и это навело Скрыдлова на мысль привести в исполнение давно задуманное дело атаки одного из турецких мониторов, стоявших перед Рущуком. Мы знали, что один стоит перед фортами, а другой -- правее, за островком, и так как по стуку в продолжение нескольких дней можно было догадаться, что около последнего выстроен кринолин или какая-нибудь подобная за",PP,1,1,1
73,против течения,L,"и державным Кремлем. При первом взгляде казалось, на его высоких башнях покоились небеса, посреди которых выше всего блистал на главе Ивана Великого животворящий крест, осеняя своею благодатью священные гроба угодников божиих, святые соборы и древнее жилище православных царей русских. Налево, вверх [MASK] реки, возвышаются на полугоре большое каменное здание и церковь -- это Андреевская богадельня выше начинается сад или роща, примыкающая к Васильевскому -- великолепному загородному дому, который принадлежит теперь графу Мамонову. За Васильевским подымаются Воробьевы горы они тянутся п",PP,0,0,1
74,против течения,L," Не успел я проехать пяти шагов [MASK], вдруг какой-то всадник, вооруженный с головы до ног, схватил за уздцы моего коня. До сих пор не могу объяснить себе, откуда он взялся и отчего я так внезапно его увидел? Вывернулся ли он из-за утеса, обогнал ли он меня или встретил? -- ничего не знаю. Знаю только, что когда я поднял на него изумленные взоры, он стоял передо мной смело, на сильном коне. Эриванский папах, закинутый назад, вполне открывал его загорелое, но приятное лицо, опушенное короткою черною бородою. Он был среднего роста, широкоплеч, строен. Из-под чухи с откидными рукавами св",PP,1,1,1
75,против течения,L,"стника, чтобы шелестом не обратить на себя внимание конюхов. Последние отблески зари догорели, и было довольно темно, так как луна еще не взошла из-за леса. Вода была так глубока, что Скшетуский местами терял почву под ногами и должен был плыть, что было очень трудно, так как он был в одежде и плыл [MASK], которое хотя и было слабо, но относило его назад к прудам. Но зато самые зоркие татарские глаза не могли заметить этой головы, подвигавшейся вдоль темной стены тростника. И он подвигался смело, иногда вплавь, но большей частью вброд по пояс в воде, и наконец достиг места, с которого ",PP,1,1,1
76,против течения,L," Всеслав простился с Надеждою, сошел в долину и пустился вверх [MASK] ручья по известной уже нам тропинке. ",PP,1,1,1
77,против течения,L," смотрели на эту огромную равнину мой спутник и я. Спаленная зноем трава, нездоровый летний воздух, постоянно приносящий жителям Кампаньи лихорадку и злокачественные болезни -- вот какие теневые стороны преобладали в воззрении моего провожатого. Для меня, впрочем, картина эта представляла все-таки нечто новое, и я любовался красивыми горами, расцвеченными всеми оттенками лилового цвета и окаймлявшими равнину с одной стороны, любовался дикими буйволами и желтым Тибром, по берегам которого тащились длиннорогие быки под тяжелым ярмом, двигавшие [MASK] барки. Мы шли по тому же направлению.",PP,0,0,1
78,против течения,L," 	За час до рассвета двое всадников приблизились к Рюрикову Заслону, спешились, и привязали коней к деревьям в зарослях. Оба одеты были в серые рубахи, серые сапоги, и серые сленгкаппы, на перевязях висели средних размеров сверды. Еще некоторое время спустя прошла [MASK] по Безымянному одинокая лодка без паруса, на одних веслах. Прошла так резво, что трудно было поверить - но, да, приглядевшись, убедился бы наблюдающий за нею - в лодке всего один человек.",PP,1,1,1
79,против течения,L,"стника, чтобы шелестом не обратить на себя внимание конюхов. Последние отблески зари догорели, и было довольно темно, так как луна еще не взошла из-за леса. Вода была так глубока, что Скшетуский местами терял почву под ногами и должен был плыть, что было очень трудно, так как он был в одежде и плыл [MASK], которое хотя и было слабо, но относило его назад к прудам. Но зато самые зоркие татарские глаза не могли заметить этой головы, подвигавшейся вдоль темной стены тростника. И он подвигался смело, иногда вплавь, но большей частью вброд по пояс в воде, и наконец достиг места, с которого ",PP,1,1,1
80,против течения,L," Разворачиваясь [MASK], подходил пароход ""Скрябин"". На бортах своих он нес фанерные щиты с радужными изображениями гигантских облигаций. Пароход заревел, подражая крику мамонта, а может быть и другого животного, заменявшего в доисторические времена пароходную сирену.",PP,1,1,1
81,против течения,L," -- Слышал. Вы одевайтесь, а я все подробно расскажу -- уже и завтрак готов... Когда я выехал на чайке из Кудака, мы ехали страшно долго, [MASK], к тому же чайка испортилась, пришлось ее починять. Ехали мы, ехали...",PP,0,1,1
82,против течения,L, Стр. 164. ...с бечевником по берегам судоходной реки... -- с полосой берега для бурлацкого бечевого хода [MASK].,PP,0,0,1
83,против течения,L," Люди еще спали, но река жила, как днем. Шли плоты -- огромные поля бревен с избами на них. Маленький злой буксир, на колесном кожухе которого дугой было выписано его имя -- ""Повелитель бурь"", тащил за собой три нефтяные баржи, связанные в ряд. Пробежал снизу быстрый почтовик ""Красная Латвия"". ""Скрябин"" обогнал землечерпательный караван и, промеряя глубину полосатеньким шестом, стал описывать дугу, заворачивая [MASK].",PP,1,1,1
84,против течения,L," смотрели на эту огромную равнину мой спутник и я. Спаленная зноем трава, нездоровый летний воздух, постоянно приносящий жителям Кампаньи лихорадку и злокачественные болезни -- вот какие теневые стороны преобладали в воззрении моего провожатого. Для меня, впрочем, картина эта представляла все-таки нечто новое, и я любовался красивыми горами, расцвеченными всеми оттенками лилового цвета и окаймлявшими равнину с одной стороны, любовался дикими буйволами и желтым Тибром, по берегам которого тащились длиннорогие быки под тяжелым ярмом, двигавшие [MASK] барки. Мы шли по тому же направлению.",PP,0,0,1
85,против течения,L," С полчаса Клим греб [MASK], девушки молчали, прислушиваясь, как хрупко плещет под ударами весел темная вода. Небо все богаче украшалось звездами. Берега дышали пьяненьким теплом весны. Алина, вздохнув, сказала:",PP,0,1,1
86,против течения,L," Арсений вел теплоход строго на снаряд. Он поднимался [MASK] очень медленно, почти незаметно. Вася Подлужный спустился на спаровку и передал катушку Володе Полетаеву, а сам с необычайной осторожностью выбирал провод из воды. Но вот он взмахнул рукой:",PP,1,1,1
87,против течения,L,"    Никогда не забуду своей первой поездки к рыбакам на путину ряпушки, когда по протокам Колымы и бесчисленным ручьям ""перла"" на нерест икряная ряпушка - полукрасная рыба, как одна величиной с крупную атлантическую сельдь. Опущенное в воду весло некоторое время стояло торчком, увлекаемое рыбой [MASK], а поплавки поставленной сети тонули через две-три минуты. Люди брали рыбы, сколько нужно, укладывая в мешки на берегах, не успевая приготовить нехитрые холодильники. Для этого надо было всего лишь снять полуметровый слой земли и вырубить в вечной мерзлоте ямы, которые потом заваливали пл",PP,1,1,1
88,против течения,L," Я вижу, как одну жеребую кобылку закрутило течением и отнесло. Она растерялась вовсе. Выбиваясь из сил, она пытается плыть [MASK]. В лихорадочном напряжении она выбрасывает передние ноги из воды, точно пытается ""взять галопом"". Но вскоре она обессилела, и голова ее медленно погружается в воду. Она выныривает и скрывается вновь, и вновь показывается и опять исчезает.",PP,1,1,1
89,против течения,L,"    За окном, по заснеженной набережной Адмирала Макарова мчались навстречу друг другу автомобили, а по дымящей, словно горячей воде Малой Невы взбирался [MASK] буксир ""Гордый"". Иногда его черный силуэт пропадал в клубах пара над темной водой, и мстилось, что он ушел на дно, как такси с четырьмя пассажирами, про которое недавно рассказывали по телевизору. Но вот ""Гордый"" вполз под арку Биржевого моста, и я потерял его из виду...",PP,0,0,1
90,против течения,L," и победою русского богатыря Чурилы Пленковича, в то время как древняя Русь наслаждалась под сенью мощной и самодержавной десницы единого владыки всеобщим миром и спокойствием, -- в одно жаркое летнее утро большая косная лодка с распущенным парусом плавно и тихо, как гордый лебедь, подымалась вверх [MASK] широкого Днепра она наполнена была воинами. На корме, поодаль от других, стоял, опираясь на широкий меч, по-видимому, сильный и могучий витязь средних лет. Солнечные лучи играли на его богатырском доспехе и осыпали искрами стальной остроконечный шелом, без всяких украшений, но светлый",PP,1,1,1
91,против течения,L," Страшная буря свирепствовала на Оке, в Комареве, в Сосновке и, вероятно, далеко-далеко во всей окрестности. Она началась с рассветом. Уже с самого утра юго-западный ветер переменил вдруг направление-- превратился в ""низовой"", то есть начал дуть прямо [MASK]. Поверхность Оки, на которой во всю ночь отражался, словно в зеркале, полный месяц и небо с бегающими по нем облаками, покрылась на заре мелкой, чешуйчатой рябью каждая из этих маленьких волн, бежавших в упор ветру, почти видимо вырастала. Вскоре река, смятая назад волнами и ветром, задержанная в своем течении, начала вздуваться и ",PP,1,1,1
92,против течения,L," Разворачиваясь [MASK], подходил пароход ""Скрябин"". На бортах своих он нес фанерные щиты с радужными изображениями гигантских облигаций. Пароход заревел, подражая крику мамонта, а может быть и другого животного, заменявшего в доисторические времена пароходную сирену.",PP,1,1,1
93,против течения,L,"  ""B""	Какая-то ночная птица из непонятного семейства залетела почти к середине реки и стремительно ринулась вниз, нацеливаясь на плывущую [MASK] рыбу, но, не долетая до поверхности, решила птица, что рыба ей просто померещилась, и снова взлетела, укоризненно что-то выкрикивая.",PP,0,1,1
94,против течения,L," Страшная буря свирепствовала на Оке, в Комареве, в Сосновке и, вероятно, далеко-далеко во всей окрестности. Она началась с рассветом. Уже с самого утра юго-западный ветер переменил вдруг направление-- превратился в ""низовой"", то есть начал дуть прямо [MASK]. Поверхность Оки, на которой во всю ночь отражался, словно в зеркале, полный месяц и небо с бегающими по нем облаками, покрылась на заре мелкой, чешуйчатой рябью каждая из этих маленьких волн, бежавших в упор ветру, почти видимо вырастала. Вскоре река, смятая назад волнами и ветром, задержанная в своем течении, начала вздуваться и ",PP,1,1,1
95,против течения,L," Вышли в реку. Быстро сплавились вдоль всего приплеска почти до Буйного быка, а потом двинулись [MASK] к тому месту, где взрыхленной породой была завалена кромка судового хода. Впереди показались крупные хлопья пены, будто ведущие хоровод.",PP,0,1,1
96,против течения,L," -- Все! А что мне до всех? Была бы только Надежда люба тебе, мой друг, так другие думай что хочешь, -- мне и горюшка мало. Да что это батюшка нейдет? -- прибавила она, вставая со скамьи и смотря вверх [MASK] ручья. -- Вот уж солнышко показалось: он всегда об эту пору завтракает. ",PP,0,0,1
97,против течения,L," Вышли в реку. Быстро сплавились вдоль всего приплеска почти до Буйного быка, а потом двинулись [MASK] к тому месту, где взрыхленной породой была завалена кромка судового хода. Впереди показались крупные хлопья пены, будто ведущие хоровод.",PP,0,1,1
98,против течения,L," В эти минуты светозарный Феб быстро выкатил на своей огненной колеснице еще выше на небо совсем разредевший туман словно весь пропитало янтарным тоном. Картина обагрилась багрецом и лазурью, и в этом ярком, могучем освещении, весь облитый лучами солнца, в волнах реки показался нагой богатырь с буйною гривой черных волос на большой голове. Он плыл [MASK] воды, сидя на достойном его могучем красном коне, который мощно рассекал широкою грудью волну и сердито храпел темно-огненными ноздрями.",PP,0,1,1
99,против течения,L," Теперь теплоход со спаровкой поднимался [MASK] особенно медленно и осторожно. Рабочие, стоявшие на носах понтонов, по обе стороны площадки, молча и напряженно всматривались в летящие навстречу многоструйные воды. Впереди, в глубине, замаячило белое пятно.",PP,0,1,1
